Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, RWLock_t1, RWLock_t2, RWLock_t4, RWLock_t8
47097,30914,18359,11290
24694,16176,12543,11445
25208,15539,11517,11212
24333,16246,12291,11605
24592,15622,11399,11160
23984,14414,10886,11028
25123,14444,10625,11938
24593,16140,11441,11109
24229,15435,10951,11290
23628,15764,11537,11331
23890,15157,10630,10977
23493,16642,11882,11301
24725,17290,11818,12476
27037,16553,12826,13006
26678,17658,13561,13059
27390,16761,14139,12533
27743,16138,11641,12967
27862,16721,11495,12527
27410,16125,13167,12265
27163,16280,12724,12218
27512,16293,11759,12436
27673,16555,8998,9998
21868,12802,9732,9017
22189,13136,9520,9596
21489,13692,9582,9628
21468,12911,9464,9730
22084,13362,9839,9756
22474,12931,8948,9723
21425,13845,9573,9727
21642,12736,9523,10236
22015,13080,10120,9634
22133,12981,9187,10095
21618,13475,8820,10082
21860,12991,8737,9830
21669,12631,10192,10370
22722,15545,9769,9854
21508,13270,9263,10453
22084,12397,9498,10377
22418,12883,10377,9491
20648,11899,9292,9567
21797,12619,9022,9385
21894,12017,9182,9950
21100,12565,8910,9628
20521,12146,9454,9615
21658,13178,9023,9606
22096,12199,9672,9746
21989,12869,10692,9708
22080,12436,9332,9996
22218,13594,9702,9893
21611,12328,9562,9770
22461,12959,10275,9706
21811,13484,9407,9669
21483,12873,9592,9867
21892,13539,9458,9986
21288,12860,9237,10104
20646,12395,9400,9999
21296,12408,8548,9167
21242,11629,8749,9131
20886,13032,9447,9511
21027,12715,8678,9343
22570,11802,8543,9340
20730,12223,8765,9645
22474,12460,9637,9898
21934,12324,10345,9466
22174,12475,8914,9771
22451,12499,9752,9698
20972,12881,10069,9419
20829,12463,9038,9967
21470,12759,9165,9498
22613,12722,10186,9775
22278,12529,9350,10024
21763,12661,9142,10185
21330,13554,9019,9654
21434,12843,9141,9497
21492,12431,9152,9762
21228,12648,9117,10094
22695,12954,9237,9769
22604,13068,9175,9333
22698,13295,10168,10003
22301,12881,9273,9978
21610,12606,9108,9591
22740,12882,9648,9929
21146,13133,9382,9738
22008,12447,9231,9773
20856,12423,8803,10340
21947,12203,9071,9977
23135,13202,9427,9593
21477,12588,10764,9811
22169,12390,9031,9867
22676,12922,9232,9601
22359,13751,10225,9832
21762,11676,8269,9430
20208,12056,8900,8828
20410,12366,9789,9647
21559,12270,8953,9305
21234,12466,9954,9640
20873,12411,8777,9564
20724,11949,8696,9531
20950,12672,10127,9297
21165,12145,8776,9524
20659,12050,8452,9422
21664,11868,8690,10131
20455,12094,9293,9617
21139,12565,8862,9381
21476,12357,9528,10590
23400,14810,9752,10549
23978,13849,11603,10803
23581,14188,10309,10936
22534,13347,10193,10586
22309,11897,8661,9257
20156,11681,8294,8773
20903,12014,8915,9541
21410,13346,8942,9246
20689,12155,8785,9651
21343,12115,8886,9804
21042,12203,9197,9472
21564,13100,8912,9528
21213,12428,8577,9624
20647,12359,9133,9610
21356,12266,9145,9444
20895,12699,8648,9748
21866,11695,8958,9493
21118,12201,8653,9664
22093,12150,8735,9912
21399,12076,8988,9430
21446,12747,8575,9954
21540,13002,10145,9065
21088,11648,8785,9554
20604,12019,8543,9824
21400,12324,8992,9169
21644,12035,8970,9659
20517,12456,8971,9476
21716,11919,8750,9194
21149,12131,8404,9316
21394,12682,9973,9227
20389,12640,8745,9446
21335,12241,9193,9451
20732,12970,9545,9885
21488,12369,8936,9446
21396,12459,8513,9332
20742,12236,9086,9290
22511,13045,9080,10341
22616,12828,9226,9606
21901,12928,9245,9741
21981,13357,9589,10454
22100,12214,9237,9901
22381,12604,10700,9670
22256,12204,8993,9896
22134,12709,9091,9820
22020,12742,8901,9938
22397,12619,9480,10008
22105,12644,10120,10084
21651,13172,9997,10807
24467,13670,10573,11020
23641,14117,11946,11403
23716,14378,10169,10965
24048,17103,9916,11163
24147,14205,10324,11364
24669,14909,11418,11119
23857,15609,10314,11270
23784,14034,10160,11295
23846,12744,8692,9051
20417,11791,10064,9246
20058,11695,8545,8931
21233,12264,8879,9469
20717,12161,9068,9300
21462,12768,9990,9528
21530,11846,9255,9361
20630,14961,8886,9764
20502,11961,9119,10244
20861,11882,10343,9253
21062,12943,8823,9380
21003,12241,8817,9594
21029,11929,8839,9705
21274,12271,9833,9672
20839,12923,9418,9818
21104,13079,10637,12060
26333,15662,10951,11930
27161,15379,10952,12106
22842,11890,9042,9561
20841,12300,8769,9278
20758,12497,8927,9383
21379,12214,8817,9947
19896,12301,8857,9475
21240,12371,8644,9854
21215,11859,9229,9181
22157,12127,10301,9846
21379,12527,9532,10030
21805,12462,9230,9969
22096,12366,9105,10065
22223,12960,9508,10014
21579,12255,9391,10382
21508,12960,9248,9734
21337,12881,8972,9847
21485,12068,9618,10048
21536,12510,9169,10044
22657,12524,9209,9785
22086,13571,9307,9830
22020,12641,9246,9639
21472,12682,8979,9861
21491,13242,8809,9695
21482,12479,9402,9735
22162,13055,9700,9865
22310,12412,9410,9680
21094,12400,8782,9963
21598,12483,9249,9816
21451,12669,9765,9852
21657,12680,9530,10146
21739,12901,8912,10157
22682,13326,9429,9830
22843,13217,9048,9872
22010,12628,9099,9898
22009,13016,9327,11537
21647,12482,9987,10292
21709,11615,8577,9106
19997,11280,8741,9151
20147,11690,8422,8805
20034,11901,8899,9611
20662,11444,8737,9028
19955,11335,8438,9402
20406,12167,8960,9263
20866,12623,8659,9142
21017,12248,10421,10700
23326,13701,10851,10263
22513,13772,9565,10450
22412,13705,10254,10593
22919,13669,10353,10597
23176,13656,9893,10579
23053,13800,10109,10635
23444,13279,9872,10634
23751,14080,10091,10968
23209,13435,9186,9477
19747,12063,8445,9034
19972,11482,8536,9278
21058,12213,9727,9243
21076,12830,9196,9206
21736,12457,9039,9808
20792,12246,8848,9540
20966,13127,9258,9393
21760,12371,9430,9539
20990,12115,8553,9249
20866,12176,8523,9479
21078,12381,9529,9431
20598,12485,10153,9593
20777,12884,8604,9361
21279,12979,10980,11856
26112,15072,11222,12226
26076,15183,11020,11739
26159,15705,11275,12088
24739,11723,8691,9933
20869,11764,8937,9100
20368,11855,10083,9419
20690,12191,9252,9542
20845,13456,8868,9740
21610,11851,9571,9353
21140,11782,9048,9763
20625,13048,9155,9381
21128,11997,8944,9602
20823,12410,9058,9668
21192,12532,9774,9492
20358,12223,8813,9658
20316,12218,8832,9376
20991,12581,9532,10069
20449,12820,9511,9386
22051,12529,8699,9404
21152,12542,9051,9676
21086,12018,9279,9680
20736,13403,10525,9013
20611,11899,8680,9375
20905,11899,8722,9801
21536,11830,8969,9426
20772,12650,10870,9391
22581,13516,9456,10047
22253,12490,9103,10017
22116,12734,10238,10223
21795,12298,9467,9512
22456,12372,9369,9630
21075,14874,9251,10098
22087,12928,9309,9933
21452,12720,9183,9837
21583,13751,11975,11062
24003,13874,10340,10995
24237,13886,11979,11122
24530,14480,10071,11167
24061,13389,8858,9383
21166,12026,8983,9733
20425,12303,10241,9861
21759,11853,8807,9762
21296,12859,8874,9644
20810,12629,8505,9451
20940,13765,9981,9475
22119,14043,9744,9864
24663,14980,9730,10647
23970,14164,9926,10401
23029,13284,10006,10393
25836,13925,11375,13506
30405,18210,13760,13196
29785,17866,13160,13762
30346,18165,12837,13639
31274,19990,13066,13267
31222,18037,15055,16448
35541,23608,14977,16105
35530,20625,16063,16505
36809,20013,15402,15505
36080,22224,14217,12931
28881,17514,12243,13327
29153,17898,11677,12632
32550,28739,25888,27701
58059,36023,26843,27276
61000,36035,25287,28034
54910,30929,23273,26145
51474,30989,23875,25676
53831,37965,24433,25788
53276,22888,16684,18415
40674,23581,16727,19114
40388,25340,17529,18214
40256,22651,17420,18560
39376,23309,16462,18555
38660,23069,19221,19103
38880,18669,13102,14561
33021,17962,13356,14377
30075,18939,13784,14135
31547,18280,13325,14987
31696,18492,15571,14517
30943,17717,13381,14468
31117,18173,13561,14432
31916,18934,15043,14824
32224,18308,13305,14160
30814,18328,13535,14420
31582,18833,14229,14187
31474,18625,13926,14548
